,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,season
530,2T,G,Donovan Mitchell,26.0,CLE,349.0,500.0,0.698,45.0,36.0,16.0,68.0,35.8,28.3,4.3,4.4,1.5,0.4,0.484,0.386,0.867,8.9,0.176,2023
531,2T,G,Stephen Curry,34.0,GSW,188.0,500.0,0.376,17.0,20.0,43.0,56.0,34.7,29.4,6.1,6.3,0.9,0.4,0.493,0.427,0.915,7.8,0.192,2023
532,2T,F,Jimmy Butler,33.0,MIA,182.0,500.0,0.364,1.0,52.0,21.0,64.0,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,12.3,0.277,2023
533,2T,F,Jaylen Brown,26.0,BOS,169.0,500.0,0.338,1.0,45.0,29.0,67.0,35.9,26.6,6.9,3.5,1.1,0.4,0.491,0.335,0.765,5.0,0.1,2023
535,3T,C,Domantas Sabonis,26.0,SAC,147.0,500.0,0.294,0.0,26.0,69.0,79.0,34.6,19.1,12.3,7.3,0.8,0.5,0.615,0.373,0.742,12.6,0.221,2023
536,3T,G,De'Aaron Fox,25.0,SAC,144.0,500.0,0.288,1.0,33.0,40.0,73.0,33.4,25.0,4.2,6.1,1.1,0.3,0.512,0.324,0.78,7.4,0.146,2023
537,3T,G,Damian Lillard,32.0,POR,137.0,500.0,0.274,0.0,36.0,29.0,58.0,36.3,32.2,4.8,7.3,0.9,0.3,0.463,0.371,0.914,9.0,0.205,2023
538,3T,F,Julius Randle,28.0,NYK,125.0,500.0,0.25,0.0,30.0,35.0,77.0,35.5,25.1,10.0,4.1,0.6,0.3,0.459,0.343,0.757,8.1,0.142,2023
539,3T,F,LeBron James,38.0,LAL,81.0,500.0,0.162,0.0,16.0,33.0,55.0,35.5,28.9,8.3,6.8,0.9,0.6,0.5,0.321,0.768,5.6,0.138,2023
541,ORV,C,Anthony Davis,29.0,LAL,65.0,500.0,0.13,0.0,13.0,26.0,56.0,34.0,25.9,12.5,2.6,1.1,2.0,0.563,0.257,0.784,9.0,0.226,2023
542,ORV,F,Lauri Markkanen,25.0,UTA,49.0,500.0,0.098,0.0,6.0,31.0,66.0,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,2023
543,ORV,G,Ja Morant,23.0,MEM,44.0,500.0,0.088,0.0,10.0,14.0,61.0,31.9,26.2,5.9,8.1,1.1,0.3,0.466,0.307,0.748,6.0,0.148,2023
544,ORV,G,Jrue Holiday,32.0,MIL,39.0,500.0,0.078,1.0,5.0,19.0,67.0,32.6,19.3,5.1,7.4,1.2,0.4,0.479,0.384,0.859,6.7,0.148,2023
545,ORV,F,Kevin Durant,34.0,TOT,35.0,500.0,0.07,0.0,7.0,14.0,47.0,35.6,29.1,6.7,5.0,0.7,1.4,0.56,0.404,0.919,6.8,0.194,2023
546,ORV,G,Jalen Brunson,26.0,NYK,23.0,500.0,0.046,0.0,5.0,8.0,68.0,35.0,24.0,3.5,6.2,0.9,0.2,0.491,0.416,0.829,8.7,0.175,2023
547,ORV,F,Kawhi Leonard,31.0,LAC,15.0,500.0,0.03,0.0,4.0,3.0,52.0,33.6,23.8,6.5,3.9,1.4,0.5,0.512,0.416,0.871,7.1,0.194,2023
548,ORV,F,Pascal Siakam,28.0,TOR,15.0,500.0,0.03,0.0,1.0,12.0,71.0,37.4,24.2,7.8,5.8,0.9,0.5,0.48,0.324,0.774,7.8,0.141,2023
549,ORV,F,Anthony Edwards,21.0,MIN,14.0,500.0,0.028,0.0,2.0,8.0,79.0,36.0,24.6,5.8,4.4,1.6,0.7,0.459,0.369,0.756,3.8,0.064,2023
550,ORV,F,Jaren Jackson Jr.,23.0,MEM,11.0,500.0,0.022,0.0,1.0,8.0,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,2023
551,ORV,G,Devin Booker,26.0,PHO,10.0,500.0,0.02,0.0,1.0,7.0,53.0,34.6,27.8,4.5,5.5,1.0,0.3,0.494,0.351,0.855,6.0,0.157,2023
552,ORV,C,Bam Adebayo,25.0,MIA,9.0,500.0,0.018,0.0,0.0,9.0,75.0,34.6,20.4,9.2,3.2,1.2,0.8,0.54,0.083,0.806,7.4,0.137,2023
553,ORV,G,James Harden,33.0,PHI,6.0,500.0,0.012,0.0,0.0,6.0,58.0,36.8,21.0,6.1,10.7,1.2,0.5,0.441,0.385,0.867,8.4,0.188,2023
554,ORV,F,Mikal Bridges,26.0,TOT,2.0,500.0,0.004,0.0,0.0,2.0,83.0,35.7,20.1,4.4,3.3,1.1,0.7,0.468,0.382,0.895,7.5,0.121,2023
555,ORV,F,DeMar DeRozan,33.0,CHI,2.0,500.0,0.004,0.0,0.0,2.0,74.0,36.2,24.5,4.6,5.1,1.1,0.5,0.504,0.324,0.872,8.5,0.153,2023
556,ORV,C,Kristaps Porziņģis,27.0,WAS,2.0,500.0,0.004,0.0,0.0,2.0,65.0,32.6,23.2,8.4,2.7,0.9,1.5,0.498,0.385,0.851,7.7,0.174,2023
557,ORV,F,Paul George,32.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,56.0,34.6,23.8,6.1,5.1,1.5,0.4,0.457,0.371,0.871,4.6,0.114,2023
558,ORV,G,Tyrese Haliburton,22.0,IND,1.0,500.0,0.002,0.0,0.0,1.0,56.0,33.6,20.7,3.7,10.4,1.6,0.4,0.49,0.4,0.871,7.6,0.195,2023
559,ORV,F,Zach LaVine,27.0,CHI,1.0,500.0,0.002,0.0,0.0,1.0,77.0,35.9,24.8,4.5,4.2,0.9,0.2,0.485,0.375,0.848,7.1,0.123,2023
560,ORV,C,Brook Lopez,34.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,78.0,30.4,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784,8.0,0.161,2023
561,ORV,G,Trae Young,24.0,ATL,1.0,500.0,0.002,0.0,0.0,1.0,73.0,34.8,26.2,3.0,10.2,1.1,0.1,0.429,0.335,0.886,6.7,0.126,2023
563,1T,G,Shai Gilgeous-Alexander,25.0,OKC,495.0,495.0,1.0,99.0,0.0,0.0,75.0,34.0,30.1,5.5,6.2,2.0,0.9,0.535,0.353,0.874,14.6,0.275,2024
564,1T,C,Nikola Jokić,28.0,DEN,495.0,495.0,1.0,99.0,0.0,0.0,79.0,34.6,26.4,12.4,9.0,1.4,0.9,0.583,0.359,0.817,17.0,0.299,2024
565,1T,G,Luka Dončić,24.0,DAL,493.0,495.0,0.996,98.0,1.0,0.0,70.0,37.5,33.9,9.2,9.8,1.4,0.5,0.487,0.382,0.786,12.0,0.22,2024
566,1T,F,Giannis Antetokounmpo,29.0,MIL,473.0,495.0,0.956,88.0,11.0,0.0,73.0,35.2,30.4,11.5,6.5,1.2,1.1,0.611,0.274,0.657,13.2,0.246,2024
567,1T,F,Jayson Tatum,25.0,BOS,427.0,495.0,0.863,65.0,34.0,0.0,74.0,35.7,26.9,8.1,4.9,1.0,0.6,0.471,0.376,0.833,10.4,0.189,2024
569,2T,G,Jalen Brunson,27.0,NYK,368.0,495.0,0.743,37.0,61.0,0.0,77.0,35.4,28.7,3.6,6.7,0.9,0.2,0.479,0.401,0.847,11.2,0.198,2024
570,2T,G,Anthony Edwards,22.0,MIN,285.0,495.0,0.576,3.0,87.0,9.0,79.0,35.1,25.9,5.4,5.1,1.3,0.5,0.461,0.357,0.836,7.5,0.13,2024
571,2T,F,Kevin Durant,35.0,PHO,274.0,495.0,0.554,2.0,85.0,9.0,75.0,37.2,27.1,6.6,5.0,0.9,1.2,0.523,0.413,0.856,8.3,0.142,2024
572,2T,F,Kawhi Leonard,32.0,LAC,242.0,495.0,0.489,1.0,72.0,21.0,68.0,34.3,23.7,6.1,3.6,1.6,0.9,0.525,0.417,0.885,8.9,0.184,2024
573,2T,C,Anthony Davis,30.0,LAL,230.0,495.0,0.465,1.0,65.0,30.0,76.0,35.5,24.7,12.6,3.5,1.2,2.3,0.556,0.271,0.816,11.8,0.21,2024
575,3T,F,LeBron James,39.0,LAL,164.0,495.0,0.331,1.0,32.0,63.0,71.0,35.3,25.7,7.3,8.3,1.3,0.5,0.54,0.41,0.75,8.5,0.164,2024
576,3T,G,Stephen Curry,35.0,GSW,117.0,495.0,0.236,0.0,13.0,78.0,74.0,32.7,26.4,4.5,5.1,0.7,0.4,0.45,0.408,0.923,7.2,0.142,2024
577,3T,F,Domantas Sabonis,27.0,SAC,104.0,495.0,0.21,1.0,16.0,51.0,82.0,35.7,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,12.6,0.206,2024
578,3T,G,Tyrese Haliburton,23.0,IND,75.0,495.0,0.152,0.0,2.0,69.0,69.0,32.2,20.1,3.9,10.9,1.2,0.7,0.477,0.364,0.855,9.0,0.195,2024
579,3T,G,Devin Booker,27.0,PHO,70.0,495.0,0.141,0.0,7.0,49.0,68.0,36.0,27.1,4.5,6.9,0.9,0.4,0.492,0.364,0.886,9.2,0.181,2024
581,ORV,F,Jaylen Brown,27.0,BOS,50.0,495.0,0.101,0.0,0.0,50.0,70.0,33.5,23.0,5.5,3.6,1.2,0.5,0.499,0.354,0.703,5.9,0.121,2024
582,ORV,G,Tyrese Maxey,23.0,PHI,16.0,495.0,0.032,0.0,1.0,13.0,70.0,37.5,25.9,3.7,6.2,1.0,0.5,0.45,0.373,0.868,8.1,0.147,2024
583,ORV,F,Paul George,33.0,LAC,16.0,495.0,0.032,0.0,0.0,16.0,74.0,33.8,22.6,5.2,3.5,1.5,0.5,0.471,0.413,0.907,7.3,0.14,2024
584,ORV,C,Rudy Gobert,31.0,MIN,12.0,495.0,0.024,0.0,1.0,9.0,76.0,34.1,14.0,12.9,1.3,0.7,2.1,0.661,0.0,0.638,11.6,0.216,2024
585,ORV,C,Victor Wembanyama,20.0,SAS,11.0,495.0,0.022,0.0,2.0,5.0,71.0,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,2024
586,ORV,F,Zion Williamson,23.0,NOP,11.0,495.0,0.022,0.0,1.0,8.0,70.0,31.5,22.9,5.8,5.0,1.1,0.7,0.57,0.333,0.702,7.5,0.164,2024
587,ORV,F,Paolo Banchero,21.0,ORL,10.0,495.0,0.02,0.0,2.0,4.0,80.0,35.0,22.6,6.9,5.4,0.9,0.6,0.455,0.339,0.725,5.3,0.09,2024
588,ORV,G,De'Aaron Fox,26.0,SAC,9.0,495.0,0.018,0.0,1.0,6.0,74.0,35.9,26.6,4.6,5.6,2.0,0.4,0.465,0.369,0.738,6.5,0.117,2024
589,ORV,C,Bam Adebayo,26.0,MIA,7.0,495.0,0.014,0.0,1.0,4.0,71.0,34.0,19.3,10.4,3.9,1.1,0.9,0.521,0.357,0.755,7.2,0.144,2024
590,ORV,F,DeMar DeRozan,34.0,CHI,1.0,495.0,0.002,0.0,0.0,1.0,79.0,37.8,24.0,4.3,5.3,1.1,0.6,0.48,0.333,0.853,9.2,0.147,2024
