,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,season
223,ORV,F,Chris Bosh,29.0,MIA,1.0,625.0,0.002,0.0,0.0,1.0,79.0,32.0,16.2,6.6,1.1,1.0,1.0,0.516,0.339,0.82,8.0,0.152,2014
224,ORV,C,Andre Drummond,20.0,DET,1.0,625.0,0.002,0.0,0.0,1.0,81.0,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182,2014
225,ORV,G,Monta Ellis,28.0,DAL,1.0,625.0,0.002,0.0,0.0,1.0,82.0,36.9,19.0,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078,2014
226,ORV,F,Kawhi Leonard,22.0,SAS,1.0,625.0,0.002,0.0,0.0,1.0,66.0,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193,2014
227,1st,G,Stephen Curry,26.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,2015
228,1st,F,LeBron James,30.0,CLE,645.0,645.0,1.0,129.0,0.0,0.0,69.0,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2015
229,1st,G,James Harden,25.0,HOU,637.0,645.0,0.988,125.0,0.0,0.0,81.0,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015
230,1st,F,Anthony Davis,21.0,NOP,625.0,645.0,0.969,119.0,0.0,0.0,68.0,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,2015
231,1st,C,Marc Gasol,30.0,MEM,453.0,645.0,0.702,65.0,0.0,0.0,81.0,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015
233,2nd,G,Russell Westbrook,26.0,OKC,397.0,645.0,0.616,10.0,0.0,0.0,67.0,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015
234,2nd,F,LaMarcus Aldridge,29.0,POR,390.0,645.0,0.605,13.0,0.0,0.0,71.0,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,2015
235,2nd,G,Chris Paul,29.0,LAC,335.0,645.0,0.519,1.0,0.0,0.0,82.0,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015
236,2nd,F,Pau Gasol,34.0,CHI,242.0,645.0,0.375,15.0,0.0,0.0,78.0,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187,2015
237,2nd,C,DeMarcus Cousins,24.0,SAC,220.0,645.0,0.341,18.0,0.0,0.0,59.0,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144,2015
239,3rd,F,Blake Griffin,25.0,LAC,189.0,645.0,0.293,2.0,0.0,0.0,67.0,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2015
240,3rd,C,DeAndre Jordan,26.0,LAC,175.0,645.0,0.271,12.0,0.0,0.0,82.0,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217,2015
241,3rd,F,Tim Duncan,38.0,SAS,167.0,645.0,0.259,6.0,0.0,0.0,77.0,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,2015
242,3rd,G,Klay Thompson,24.0,GSW,122.0,645.0,0.189,0.0,0.0,0.0,77.0,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015
243,3rd,G,Kyrie Irving,22.0,CLE,112.0,645.0,0.174,0.0,0.0,0.0,75.0,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,2015
245,ORV,F,Kawhi Leonard,23.0,SAS,155.0,645.0,0.24,0.0,0.0,0.0,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015
246,ORV,F,Paul Millsap,29.0,ATL,70.0,645.0,0.109,0.0,0.0,0.0,73.0,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166,2015
247,ORV,C,Al Horford,28.0,ATL,64.0,645.0,0.099,1.0,0.0,0.0,76.0,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,2015
248,ORV,G,John Wall,24.0,WAS,50.0,645.0,0.078,0.0,0.0,0.0,79.0,35.9,17.6,4.6,10.0,1.7,0.6,0.445,0.3,0.785,7.8,0.132,2015
249,ORV,G,Jimmy Butler,25.0,CHI,32.0,645.0,0.05,0.0,0.0,0.0,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,2015
250,ORV,G,Damian Lillard,24.0,POR,22.0,645.0,0.034,0.0,0.0,0.0,82.0,35.7,21.0,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,0.174,2015
251,ORV,F,Draymond Green,24.0,GSW,9.0,645.0,0.014,0.0,0.0,0.0,79.0,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,2015
252,ORV,F,Zach Randolph,33.0,MEM,7.0,645.0,0.011,0.0,0.0,0.0,71.0,32.5,16.1,10.5,2.2,1.0,0.2,0.487,0.35,0.765,7.2,0.149,2015
253,ORV,G,Jeff Teague,26.0,ATL,7.0,645.0,0.011,0.0,0.0,0.0,73.0,30.5,15.9,2.5,7.0,1.7,0.4,0.46,0.343,0.862,7.7,0.166,2015
254,ORV,C,Andrew Bogut,30.0,GSW,6.0,645.0,0.009,0.0,0.0,0.0,67.0,23.6,6.3,8.1,2.7,0.6,1.7,0.563,0.0,0.524,5.2,0.159,2015
255,ORV,C,Nikola Vučević,24.0,ORL,6.0,645.0,0.009,0.0,0.0,0.0,74.0,34.2,19.3,10.9,2.0,0.7,0.7,0.523,0.333,0.752,7.0,0.133,2015
256,ORV,G,DeMar DeRozan,25.0,TOR,3.0,645.0,0.005,0.0,0.0,0.0,60.0,35.0,20.1,4.6,3.5,1.2,0.2,0.413,0.284,0.832,4.0,0.09,2015
257,ORV,F,Rudy Gay,28.0,SAC,3.0,645.0,0.005,0.0,0.0,0.0,68.0,35.4,21.1,5.9,3.7,1.0,0.6,0.455,0.359,0.858,6.1,0.122,2015
258,ORV,C,Andre Drummond,21.0,DET,2.0,645.0,0.003,0.0,0.0,0.0,82.0,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0.0,0.389,7.7,0.147,2015
259,ORV,F,Gordon Hayward,24.0,UTA,2.0,645.0,0.003,0.0,0.0,0.0,76.0,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159,2015
260,ORV,F,Kyle Korver,33.0,ATL,2.0,645.0,0.003,0.0,0.0,0.0,75.0,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148,2015
261,ORV,C,Joakim Noah,29.0,CHI,2.0,645.0,0.003,0.0,0.0,0.0,67.0,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13,2015
262,ORV,F,Dirk Nowitzki,36.0,DAL,2.0,645.0,0.003,0.0,0.0,0.0,77.0,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152,2015
263,ORV,G,Dwyane Wade,33.0,MIA,2.0,645.0,0.003,0.0,0.0,0.0,62.0,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086,2015
264,ORV,F,Carmelo Anthony,30.0,NYK,1.0,645.0,0.002,0.0,0.0,0.0,40.0,35.7,24.2,6.6,3.1,1.0,0.4,0.444,0.341,0.797,2.9,0.097,2015
265,ORV,C,Tyson Chandler,32.0,DAL,1.0,645.0,0.002,0.0,0.0,0.0,75.0,30.5,10.3,11.5,1.1,0.6,1.2,0.666,0.0,0.72,10.3,0.216,2015
266,ORV,G,Mike Conley,27.0,MEM,1.0,645.0,0.002,0.0,0.0,0.0,70.0,31.8,15.8,3.0,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147,2015
267,ORV,C,Brook Lopez,26.0,BRK,1.0,645.0,0.002,0.0,0.0,0.0,72.0,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7.0,0.159,2015
268,ORV,F,Kevin Love,26.0,CLE,1.0,645.0,0.002,0.0,0.0,0.0,75.0,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165,2015
269,ORV,G,Kyle Lowry,28.0,TOR,1.0,645.0,0.002,0.0,0.0,0.0,70.0,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141,2015
270,ORV,G,Khris Middleton,23.0,MIL,1.0,645.0,0.002,0.0,0.0,0.0,79.0,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135,2015
271,1st,G,Stephen Curry,27.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016
272,1st,F,LeBron James,31.0,CLE,637.0,645.0,0.988,125.0,4.0,0.0,76.0,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016
273,1st,G,Russell Westbrook,27.0,OKC,627.0,645.0,0.972,120.0,9.0,0.0,80.0,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,2016
274,1st,F,Kawhi Leonard,24.0,SAS,575.0,645.0,0.891,94.0,35.0,0.0,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,2016
275,1st,C,DeAndre Jordan,27.0,LAC,317.0,645.0,0.491,39.0,36.0,14.0,77.0,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0.0,0.43,11.5,0.213,2016
277,2nd,F,Kevin Durant,27.0,OKC,452.0,645.0,0.701,36.0,90.0,2.0,72.0,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,2016
278,2nd,F,Draymond Green,25.0,GSW,431.0,645.0,0.668,40.0,74.0,9.0,81.0,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016
279,2nd,G,Chris Paul,30.0,LAC,353.0,645.0,0.547,8.0,101.0,10.0,74.0,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2016
280,2nd,C,DeMarcus Cousins,25.0,SAC,277.0,645.0,0.429,32.0,28.0,33.0,65.0,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,2016
281,2nd,G,Damian Lillard,25.0,POR,217.0,645.0,0.336,0.0,48.0,73.0,75.0,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016
283,3rd,C,Andre Drummond,22.0,DET,173.0,645.0,0.268,13.0,26.0,30.0,81.0,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2016
284,3rd,G,Klay Thompson,25.0,GSW,164.0,645.0,0.254,0.0,37.0,53.0,80.0,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8.0,0.144,2016
285,3rd,F,Paul George,25.0,IND,157.0,645.0,0.243,0.0,28.0,73.0,81.0,34.8,23.1,7.0,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,2016
286,3rd,G,Kyle Lowry,29.0,TOR,155.0,645.0,0.24,0.0,35.0,50.0,77.0,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016
287,3rd,F,LaMarcus Aldridge,30.0,SAS,103.0,645.0,0.16,3.0,11.0,55.0,74.0,30.6,18.0,8.5,1.5,0.5,1.1,0.513,0.0,0.858,10.1,0.215,2016
289,ORV,G,James Harden,26.0,HOU,106.0,645.0,0.164,0.0,0.0,0.0,82.0,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016
290,ORV,F,Paul Millsap,30.0,ATL,84.0,645.0,0.13,0.0,0.0,0.0,81.0,32.7,17.1,9.0,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,2016
291,ORV,C,Al Horford,29.0,ATL,76.0,645.0,0.118,2.0,0.0,0.0,82.0,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,2016
292,ORV,C,Anthony Davis,22.0,NOP,76.0,645.0,0.118,1.0,0.0,0.0,61.0,35.5,24.3,10.3,1.9,1.3,2.0,0.493,0.324,0.758,7.2,0.16,2016
293,ORV,C,Karl-Anthony Towns,20.0,MIN,44.0,645.0,0.068,0.0,0.0,0.0,82.0,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,2016
294,ORV,G,DeMar DeRozan,26.0,TOR,26.0,645.0,0.04,0.0,0.0,0.0,78.0,35.9,23.5,4.5,4.0,1.0,0.3,0.446,0.338,0.85,9.9,0.169,2016
295,ORV,C,Hassan Whiteside,26.0,MIA,24.0,645.0,0.037,1.0,0.0,0.0,73.0,29.1,14.2,11.8,0.4,0.6,3.7,0.606,0.0,0.65,10.3,0.233,2016
296,ORV,G,Isaiah Thomas,26.0,BOS,20.0,645.0,0.031,0.0,0.0,0.0,82.0,32.2,22.2,3.0,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2016
297,ORV,F,Pau Gasol,35.0,CHI,16.0,645.0,0.025,2.0,0.0,0.0,72.0,31.8,16.5,11.0,4.1,0.6,2.0,0.469,0.348,0.792,7.1,0.149,2016
298,ORV,G,Jimmy Butler,26.0,CHI,12.0,645.0,0.019,0.0,0.0,0.0,67.0,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2016
299,ORV,F,Dirk Nowitzki,37.0,DAL,8.0,645.0,0.012,0.0,0.0,0.0,75.0,31.5,18.3,6.5,1.8,0.7,0.7,0.448,0.368,0.893,6.8,0.138,2016
300,ORV,G,John Wall,25.0,WAS,7.0,645.0,0.011,0.0,0.0,0.0,77.0,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,2016
301,ORV,G,Kemba Walker,25.0,CHO,6.0,645.0,0.009,0.0,0.0,0.0,81.0,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2016
302,ORV,F,Tim Duncan,39.0,SAS,3.0,645.0,0.005,0.0,0.0,0.0,61.0,25.2,8.6,7.3,2.7,0.8,1.3,0.488,0.0,0.702,5.2,0.163,2016
303,ORV,F,Gordon Hayward,25.0,UTA,3.0,645.0,0.005,0.0,0.0,0.0,80.0,36.2,19.7,5.0,3.7,1.2,0.3,0.433,0.349,0.824,8.9,0.147,2016
304,ORV,C,Dwight Howard,30.0,HOU,3.0,645.0,0.005,0.0,0.0,0.0,71.0,32.1,13.7,11.8,1.4,1.0,1.6,0.62,0.0,0.489,6.6,0.138,2016
305,ORV,F,Carmelo Anthony,31.0,NYK,2.0,645.0,0.003,0.0,0.0,2.0,72.0,35.1,21.8,7.7,4.2,0.9,0.5,0.434,0.339,0.829,6.4,0.121,2016
306,ORV,C,Marc Gasol,31.0,MEM,2.0,645.0,0.003,0.0,0.0,2.0,52.0,34.4,16.6,7.0,3.8,1.0,1.3,0.464,0.667,0.829,3.7,0.098,2016
307,ORV,C,Andrew Bogut,31.0,GSW,1.0,645.0,0.002,0.0,0.0,1.0,70.0,20.7,5.4,7.0,2.3,0.5,1.6,0.627,1.0,0.48,5.4,0.18,2016
308,ORV,F,Blake Griffin,26.0,LAC,1.0,645.0,0.002,0.0,0.0,1.0,35.0,33.4,21.4,8.4,4.9,0.8,0.5,0.499,0.333,0.727,3.8,0.156,2016
309,ORV,C,Brook Lopez,27.0,BRK,1.0,645.0,0.002,0.0,0.0,1.0,73.0,33.7,20.6,7.8,2.0,0.8,1.7,0.511,0.143,0.787,6.2,0.121,2016
310,ORV,G,Tony Parker,33.0,SAS,1.0,645.0,0.002,0.0,0.0,1.0,72.0,27.5,11.9,2.4,5.3,0.8,0.2,0.493,0.415,0.76,5.8,0.142,2016
311,1st,G,James Harden,27.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,81.0,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15.0,0.245,2017
312,1st,F,LeBron James,32.0,CLE,498.0,500.0,0.996,99.0,1.0,0.0,74.0,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2017
313,1st,G,Russell Westbrook,28.0,OKC,498.0,500.0,0.996,99.0,1.0,0.0,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2017
314,1st,F,Kawhi Leonard,25.0,SAS,490.0,500.0,0.98,96.0,3.0,1.0,74.0,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017
315,1st,C,Anthony Davis,23.0,NOP,343.0,500.0,0.686,45.0,34.0,16.0,75.0,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,2017
317,2nd,C,Rudy Gobert,24.0,UTA,339.0,500.0,0.678,43.0,38.0,10.0,81.0,33.9,14.0,12.8,1.2,0.6,2.6,0.661,0.0,0.653,14.3,0.25,2017
318,2nd,G,Stephen Curry,28.0,GSW,290.0,500.0,0.58,1.0,93.0,6.0,79.0,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2017
319,2nd,F,Giannis Antetokounmpo,22.0,MIL,258.0,500.0,0.516,0.0,81.0,15.0,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017
320,2nd,F,Kevin Durant,28.0,GSW,239.0,500.0,0.478,3.0,66.0,26.0,62.0,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,2017
321,2nd,G,Isaiah Thomas,27.0,BOS,236.0,500.0,0.472,0.0,71.0,23.0,76.0,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2017
323,3rd,F,Draymond Green,26.0,GSW,134.0,500.0,0.268,4.0,21.0,51.0,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,2017
324,3rd,G,John Wall,26.0,WAS,125.0,500.0,0.25,0.0,19.0,68.0,78.0,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,2017
325,3rd,F,Jimmy Butler,27.0,CHI,102.0,500.0,0.204,0.0,19.0,45.0,76.0,37.0,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,2017
326,3rd,G,DeMar DeRozan,27.0,TOR,62.0,500.0,0.124,0.0,4.0,50.0,74.0,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9.0,0.166,2017
327,3rd,C,DeAndre Jordan,28.0,LAC,54.0,500.0,0.108,3.0,7.0,18.0,81.0,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0.0,0.482,11.8,0.221,2017
329,ORV,C,Karl-Anthony Towns,21.0,MIN,50.0,500.0,0.1,2.0,0.0,0.0,82.0,37.0,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,2017
330,ORV,G,Chris Paul,31.0,LAC,49.0,500.0,0.098,0.0,0.0,0.0,61.0,31.5,18.1,5.0,9.2,2.0,0.1,0.476,0.411,0.892,10.6,0.264,2017
331,ORV,C,Marc Gasol,32.0,MEM,48.0,500.0,0.096,2.0,0.0,0.0,74.0,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,2017
332,ORV,C,DeMarcus Cousins,26.0,TOT,42.0,500.0,0.084,2.0,0.0,0.0,72.0,34.2,27.0,11.0,4.6,1.4,1.3,0.452,0.361,0.772,7.6,0.149,2017
333,ORV,F,Paul George,26.0,IND,40.0,500.0,0.08,0.0,0.0,0.0,75.0,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,2017
334,ORV,F,Gordon Hayward,26.0,UTA,27.0,500.0,0.054,0.0,0.0,0.0,73.0,34.5,21.9,5.4,3.5,1.0,0.3,0.471,0.398,0.844,10.4,0.199,2017
335,ORV,C,Hassan Whiteside,27.0,MIA,18.0,500.0,0.036,0.0,0.0,0.0,77.0,32.6,17.0,14.1,0.7,0.7,2.1,0.557,0.0,0.628,9.5,0.181,2017
336,ORV,G,Kyrie Irving,24.0,CLE,14.0,500.0,0.028,0.0,0.0,0.0,72.0,35.1,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,8.9,0.17,2017
337,ORV,G,Klay Thompson,26.0,GSW,14.0,500.0,0.028,0.0,0.0,0.0,78.0,34.0,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,2017
338,ORV,C,Nikola Jokić,21.0,DEN,12.0,500.0,0.024,1.0,0.0,0.0,73.0,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,2017
339,ORV,G,Damian Lillard,26.0,POR,12.0,500.0,0.024,0.0,0.0,0.0,75.0,35.9,27.0,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,2017
340,ORV,F,Paul Millsap,31.0,ATL,3.0,500.0,0.006,0.0,0.0,0.0,69.0,34.0,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,2017
341,ORV,F,LaMarcus Aldridge,31.0,SAS,1.0,500.0,0.002,0.0,0.0,1.0,72.0,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,2017
342,ORV,F,Blake Griffin,27.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,61.0,34.0,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,7.7,0.179,2017
343,ORV,C,Al Horford,30.0,BOS,1.0,500.0,0.002,0.0,0.0,1.0,68.0,32.3,14.0,6.8,5.0,0.8,1.3,0.473,0.355,0.8,6.3,0.138,2017
344,1st,G,James Harden,28.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,72.0,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,2018
345,1st,F,LeBron James,33.0,CLE,500.0,500.0,1.0,100.0,0.0,0.0,82.0,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14.0,0.221,2018
346,1st,C,Anthony Davis,24.0,NOP,492.0,500.0,0.984,96.0,4.0,0.0,75.0,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,2018
347,1st,G,Damian Lillard,27.0,POR,432.0,500.0,0.864,71.0,24.0,5.0,73.0,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2018
348,1st,F,Kevin Durant,29.0,GSW,426.0,500.0,0.852,63.0,37.0,0.0,68.0,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2018
350,2nd,F,Giannis Antetokounmpo,23.0,MIL,354.0,500.0,0.708,28.0,71.0,1.0,75.0,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2018
351,2nd,G,Russell Westbrook,29.0,OKC,322.0,500.0,0.644,24.0,63.0,13.0,80.0,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018
352,2nd,C,Joel Embiid,23.0,PHI,294.0,500.0,0.588,11.0,78.0,5.0,63.0,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018
353,2nd,F,LaMarcus Aldridge,32.0,SAS,236.0,500.0,0.472,2.0,68.0,22.0,75.0,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2018
354,2nd,G,DeMar DeRozan,28.0,TOR,165.0,500.0,0.33,2.0,39.0,38.0,80.0,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018
356,3rd,G,Stephen Curry,29.0,GSW,164.0,500.0,0.328,2.0,39.0,37.0,51.0,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2018
357,3rd,G,Victor Oladipo,25.0,IND,105.0,500.0,0.21,0.0,24.0,33.0,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2018
358,3rd,C,Karl-Anthony Towns,22.0,MIN,99.0,500.0,0.198,0.0,18.0,45.0,82.0,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14.0,0.23,2018
359,3rd,F,Jimmy Butler,28.0,MIN,81.0,500.0,0.162,1.0,8.0,52.0,59.0,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,2018
360,3rd,F,Paul George,27.0,OKC,54.0,500.0,0.108,0.0,4.0,42.0,79.0,36.6,21.9,5.7,3.3,2.0,0.5,0.43,0.401,0.822,8.9,0.147,2018
362,ORV,G,Chris Paul,32.0,HOU,54.0,500.0,0.108,0.0,0.0,0.0,58.0,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,2018
363,ORV,C,Rudy Gobert,25.0,UTA,51.0,500.0,0.102,0.0,0.0,0.0,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,0.0,0.682,8.1,0.214,2018
364,ORV,G,Kyrie Irving,25.0,BOS,42.0,500.0,0.084,0.0,0.0,0.0,60.0,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,0.222,2018
365,ORV,F,Ben Simmons,21.0,PHI,36.0,500.0,0.072,0.0,0.0,0.0,81.0,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,2018
366,ORV,C,Al Horford,31.0,BOS,32.0,500.0,0.064,0.0,0.0,0.0,72.0,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,2018
367,ORV,C,Nikola Jokić,22.0,DEN,28.0,500.0,0.056,0.0,0.0,0.0,75.0,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,2018
368,ORV,C,Andre Drummond,24.0,DET,7.0,500.0,0.014,0.0,0.0,0.0,78.0,33.7,15.0,16.0,3.0,1.5,1.6,0.529,0.0,0.605,10.3,0.189,2018
369,ORV,C,Clint Capela,23.0,HOU,6.0,500.0,0.012,0.0,0.0,0.0,74.0,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0.0,0.56,10.2,0.242,2018
370,ORV,F,Draymond Green,27.0,GSW,6.0,500.0,0.012,0.0,0.0,0.0,70.0,32.7,11.0,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,2018
371,ORV,G,Kyle Lowry,31.0,TOR,3.0,500.0,0.006,0.0,0.0,0.0,78.0,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,2018
372,ORV,C,Steven Adams,24.0,OKC,2.0,500.0,0.004,0.0,0.0,0.0,76.0,32.7,13.9,9.0,1.2,1.2,1.0,0.629,0.0,0.559,9.7,0.187,2018
373,ORV,G,Donovan Mitchell,21.0,UTA,2.0,500.0,0.004,0.0,0.0,0.0,79.0,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,2018
374,ORV,G,Klay Thompson,27.0,GSW,2.0,500.0,0.004,0.0,0.0,0.0,73.0,34.3,20.0,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,2018
